"time","pistonCylinder.DieselCycle.curve_pv[1].arr_p[1]","pistonCylinder.DieselCycle.curve_pv[1].arr_p[2]","pistonCylinder.DieselCycle.curve_pv[1].arr_p[3]","pistonCylinder.DieselCycle.curve_pv[1].arr_p[4]","pistonCylinder.DieselCycle.curve_pv[1].arr_p[5]","pistonCylinder.DieselCycle.curve_pv[1].arr_p[6]","pistonCylinder.DieselCycle.curve_pv[1].arr_p[7]","pistonCylinder.DieselCycle.curve_pv[1].arr_p[8]","pistonCylinder.DieselCycle.curve_pv[1].arr_p[9]","pistonCylinder.DieselCycle.curve_pv[1].arr_p[10]","pistonCylinder.DieselCycle.curve_pv[1].arr_v[1]","pistonCylinder.DieselCycle.curve_pv[1].arr_v[2]","pistonCylinder.DieselCycle.curve_pv[1].arr_v[3]","pistonCylinder.DieselCycle.curve_pv[1].arr_v[4]","pistonCylinder.DieselCycle.curve_pv[1].arr_v[5]","pistonCylinder.DieselCycle.curve_pv[1].arr_v[6]","pistonCylinder.DieselCycle.curve_pv[1].arr_v[7]","pistonCylinder.DieselCycle.curve_pv[1].arr_v[8]","pistonCylinder.DieselCycle.curve_pv[1].arr_v[9]","pistonCylinder.DieselCycle.curve_pv[1].arr_v[10]","pistonCylinder.DieselCycle.curve_pv[2].arr_p[1]","pistonCylinder.DieselCycle.curve_pv[2].arr_p[2]","pistonCylinder.DieselCycle.curve_pv[2].arr_p[3]","pistonCylinder.DieselCycle.curve_pv[2].arr_p[4]","pistonCylinder.DieselCycle.curve_pv[2].arr_p[5]","pistonCylinder.DieselCycle.curve_pv[2].arr_p[6]","pistonCylinder.DieselCycle.curve_pv[2].arr_p[7]","pistonCylinder.DieselCycle.curve_pv[2].arr_p[8]","pistonCylinder.DieselCycle.curve_pv[2].arr_p[9]","pistonCylinder.DieselCycle.curve_pv[2].arr_p[10]","pistonCylinder.DieselCycle.curve_pv[2].arr_v[1]","pistonCylinder.DieselCycle.curve_pv[2].arr_v[2]","pistonCylinder.DieselCycle.curve_pv[2].arr_v[3]","pistonCylinder.DieselCycle.curve_pv[2].arr_v[4]","pistonCylinder.DieselCycle.curve_pv[2].arr_v[5]","pistonCylinder.DieselCycle.curve_pv[2].arr_v[6]","pistonCylinder.DieselCycle.curve_pv[2].arr_v[7]","pistonCylinder.DieselCycle.curve_pv[2].arr_v[8]","pistonCylinder.DieselCycle.curve_pv[2].arr_v[9]","pistonCylinder.DieselCycle.curve_pv[2].arr_v[10]","pistonCylinder.DieselCycle.curve_pv[3].arr_p[1]","pistonCylinder.DieselCycle.curve_pv[3].arr_p[2]","pistonCylinder.DieselCycle.curve_pv[3].arr_p[3]","pistonCylinder.DieselCycle.curve_pv[3].arr_p[4]","pistonCylinder.DieselCycle.curve_pv[3].arr_p[5]","pistonCylinder.DieselCycle.curve_pv[3].arr_p[6]","pistonCylinder.DieselCycle.curve_pv[3].arr_p[7]","pistonCylinder.DieselCycle.curve_pv[3].arr_p[8]","pistonCylinder.DieselCycle.curve_pv[3].arr_p[9]","pistonCylinder.DieselCycle.curve_pv[3].arr_p[10]","pistonCylinder.DieselCycle.curve_pv[3].arr_v[1]","pistonCylinder.DieselCycle.curve_pv[3].arr_v[2]","pistonCylinder.DieselCycle.curve_pv[3].arr_v[3]","pistonCylinder.DieselCycle.curve_pv[3].arr_v[4]","pistonCylinder.DieselCycle.curve_pv[3].arr_v[5]","pistonCylinder.DieselCycle.curve_pv[3].arr_v[6]","pistonCylinder.DieselCycle.curve_pv[3].arr_v[7]","pistonCylinder.DieselCycle.curve_pv[3].arr_v[8]","pistonCylinder.DieselCycle.curve_pv[3].arr_v[9]","pistonCylinder.DieselCycle.curve_pv[3].arr_v[10]","pistonCylinder.DieselCycle.curve_pv[4].arr_p[1]","pistonCylinder.DieselCycle.curve_pv[4].arr_p[2]","pistonCylinder.DieselCycle.curve_pv[4].arr_p[3]","pistonCylinder.DieselCycle.curve_pv[4].arr_p[4]","pistonCylinder.DieselCycle.curve_pv[4].arr_p[5]","pistonCylinder.DieselCycle.curve_pv[4].arr_p[6]","pistonCylinder.DieselCycle.curve_pv[4].arr_p[7]","pistonCylinder.DieselCycle.curve_pv[4].arr_p[8]","pistonCylinder.DieselCycle.curve_pv[4].arr_p[9]","pistonCylinder.DieselCycle.curve_pv[4].arr_p[10]","pistonCylinder.DieselCycle.curve_pv[4].arr_v[1]","pistonCylinder.DieselCycle.curve_pv[4].arr_v[2]","pistonCylinder.DieselCycle.curve_pv[4].arr_v[3]","pistonCylinder.DieselCycle.curve_pv[4].arr_v[4]","pistonCylinder.DieselCycle.curve_pv[4].arr_v[5]","pistonCylinder.DieselCycle.curve_pv[4].arr_v[6]","pistonCylinder.DieselCycle.curve_pv[4].arr_v[7]","pistonCylinder.DieselCycle.curve_pv[4].arr_v[8]","pistonCylinder.DieselCycle.curve_pv[4].arr_v[9]","pistonCylinder.DieselCycle.curve_pv[4].arr_v[10]"
9.2046,100347.9474001834,693192.9868371767,1286038.02627417,1878883.065711163,2471728.105148157,3064573.14458515,3657418.184022143,4250263.223459137,4843108.26289613,5435953.302333123,0.8242986839838343,0.2063498699508202,0.1319448140486947,0.100112399863446,0.0819099441927125,0.06994514595080355,0.06140059390957645,0.05495204617251379,0.0498891762127888,0.04579437133243533,100347.9474001834,693192.9868371767,1286038.02627417,1878883.065711163,2471728.105148157,3064573.14458515,3657418.184022143,4250263.223459137,4843108.26289613,5435953.302333123,0.8242986839838343,0.2063498699508202,0.1319448140486947,0.100112399863446,0.0819099441927125,0.06994514595080355,0.06140059390957645,0.05495204617251379,0.0498891762127888,0.04579437133243533,374399.8332953841,936794.6631884661,1499189.493081548,2061584.322974631,2623979.152867712,3186373.982760795,3748768.812653877,4311163.642546958,4873558.472440042,5435953.302333123,0.8242986839838357,0.4121932767779218,0.2881539550657818,0.2258968644058807,0.1877886669487623,0.1617929457578608,0.1427981069501597,0.1282418122323495,0.1166896963479185,0.1072725851773813,374399.8332953841,936794.6631884661,1499189.493081548,2061584.322974631,2623979.152867712,3186373.982760795,3748768.812653877,4311163.642546958,4873558.472440042,5435953.302333123,0.8242986839838357,0.4121932767779218,0.2881539550657818,0.2258968644058807,0.1877886669487623,0.1617929457578608,0.1427981069501597,0.1282418122323495,0.1166896963479185,0.1072725851773813
9.25463,100347.9474001834,693192.9868371767,1286038.02627417,1878883.065711163,2471728.105148157,3064573.14458515,3657418.184022143,4250263.223459137,4843108.26289613,5435953.302333123,0.8242986839838343,0.2063498699508202,0.1319448140486947,0.100112399863446,0.0819099441927125,0.06994514595080355,0.06140059390957645,0.05495204617251379,0.0498891762127888,0.04579437133243533,100347.9474001834,693192.9868371767,1286038.02627417,1878883.065711163,2471728.105148157,3064573.14458515,3657418.184022143,4250263.223459137,4843108.26289613,5435953.302333123,0.8242986839838343,0.2063498699508202,0.1319448140486947,0.100112399863446,0.0819099441927125,0.06994514595080355,0.06140059390957645,0.05495204617251379,0.0498891762127888,0.04579437133243533,374399.8332953845,936794.6631884665,1499189.493081548,2061584.322974631,2623979.152867713,3186373.982760795,3748768.812653877,4311163.642546958,4873558.472440042,5435953.302333123,0.8242986839838348,0.4121932767779217,0.2881539550657817,0.2258968644058807,0.1877886669487623,0.1617929457578608,0.1427981069501597,0.1282418122323495,0.1166896963479185,0.1072725851773813,374399.8332953845,936794.6631884665,1499189.493081548,2061584.322974631,2623979.152867713,3186373.982760795,3748768.812653877,4311163.642546958,4873558.472440042,5435953.302333123,0.8242986839838348,0.4121932767779217,0.2881539550657817,0.2258968644058807,0.1877886669487623,0.1617929457578608,0.1427981069501597,0.1282418122323495,0.1166896963479185,0.1072725851773813
9.30465,100347.9474001834,693192.9868371768,1286038.02627417,1878883.065711164,2471728.105148157,3064573.144585151,3657418.184022144,4250263.223459139,4843108.262896132,5435953.302333125,0.8242986839838343,0.2063498699508201,0.1319448140486946,0.100112399863446,0.08190994419271246,0.06994514595080352,0.06140059390957644,0.05495204617251376,0.04988917621278876,0.04579437133243532,100347.9474001834,693192.9868371768,1286038.02627417,1878883.065711164,2471728.105148157,3064573.144585151,3657418.184022144,4250263.223459139,4843108.262896132,5435953.302333125,0.8242986839838343,0.2063498699508201,0.1319448140486946,0.100112399863446,0.08190994419271246,0.06994514595080352,0.06140059390957644,0.05495204617251376,0.04988917621278876,0.04579437133243532,374399.8332953841,936794.6631884665,1499189.493081549,2061584.322974631,2623979.152867713,3186373.982760796,3748768.812653878,4311163.642546961,4873558.472440043,5435953.302333126,0.8242986839838353,0.4121932767779217,0.2881539550657817,0.2258968644058806,0.1877886669487623,0.1617929457578607,0.1427981069501596,0.1282418122323495,0.1166896963479185,0.1072725851773813,374399.8332953841,936794.6631884665,1499189.493081549,2061584.322974631,2623979.152867713,3186373.982760796,3748768.812653878,4311163.642546961,4873558.472440043,5435953.302333126,0.8242986839838353,0.4121932767779217,0.2881539550657817,0.2258968644058806,0.1877886669487623,0.1617929457578607,0.1427981069501596,0.1282418122323495,0.1166896963479185,0.1072725851773813
9.35468,100347.9474001834,693192.9868371761,1286038.026274169,1878883.065711162,2471728.105148154,3064573.144585147,3657418.18402214,4250263.223459133,4843108.262896124,5435953.302333117,0.8242986839838343,0.2063498699508206,0.1319448140486948,0.1001123998634461,0.08190994419271258,0.06994514595080367,0.06140059390957651,0.05495204617251381,0.04988917621278877,0.04579437133243525,100347.9474001834,693192.9868371761,1286038.026274169,1878883.065711162,2471728.105148154,3064573.144585147,3657418.18402214,4250263.223459133,4843108.262896124,5435953.302333117,0.8242986839838343,0.2063498699508206,0.1319448140486948,0.1001123998634461,0.08190994419271258,0.06994514595080367,0.06140059390957651,0.05495204617251381,0.04988917621278877,0.04579437133243525,374399.8332953862,936794.6631884674,1499189.493081548,2061584.32297463,2623979.152867712,3186373.982760793,3748768.812653874,4311163.642546955,4873558.472440036,5435953.302333117,0.8242986839838355,0.4121932767779223,0.2881539550657823,0.2258968644058811,0.187788666948763,0.1617929457578612,0.14279810695016,0.12824181223235,0.1166896963479187,0.1072725851773819,374399.8332953862,936794.6631884674,1499189.493081548,2061584.32297463,2623979.152867712,3186373.982760793,3748768.812653874,4311163.642546955,4873558.472440036,5435953.302333117,0.8242986839838355,0.4121932767779223,0.2881539550657823,0.2258968644058811,0.187788666948763,0.1617929457578612,0.14279810695016,0.12824181223235,0.1166896963479187,0.1072725851773819
9.4047,100347.9474001834,693192.986837176,1286038.026274168,1878883.065711161,2471728.105148154,3064573.144585147,3657418.184022138,4250263.223459131,4843108.262896124,5435953.302333117,0.8242986839838343,0.2063498699508206,0.1319448140486948,0.1001123998634461,0.08190994419271258,0.06994514595080359,0.06140059390957654,0.05495204617251383,0.04988917621278877,0.04579437133243525,100347.9474001834,693192.986837176,1286038.026274168,1878883.065711161,2471728.105148154,3064573.144585147,3657418.184022138,4250263.223459131,4843108.262896124,5435953.302333117,0.8242986839838343,0.2063498699508206,0.1319448140486948,0.1001123998634461,0.08190994419271258,0.06994514595080359,0.06140059390957654,0.05495204617251383,0.04988917621278877,0.04579437133243525,374399.833295385,936794.6631884663,1499189.493081548,2061584.322974629,2623979.15286771,3186373.982760791,3748768.812653873,4311163.642546955,4873558.472440036,5435953.302333117,0.8242986839838357,0.4121932767779228,0.2881539550657825,0.2258968644058813,0.187788666948763,0.1617929457578613,0.1427981069501601,0.12824181223235,0.1166896963479188,0.1072725851773819,374399.833295385,936794.6631884663,1499189.493081548,2061584.322974629,2623979.15286771,3186373.982760791,3748768.812653873,4311163.642546955,4873558.472440036,5435953.302333117,0.8242986839838357,0.4121932767779228,0.2881539550657825,0.2258968644058813,0.187788666948763,0.1617929457578613,0.1427981069501601,0.12824181223235,0.1166896963479188,0.1072725851773819
9.45473,100347.9474001834,693192.9868371767,1286038.02627417,1878883.065711163,2471728.105148157,3064573.14458515,3657418.184022143,4250263.223459137,4843108.26289613,5435953.302333123,0.8242986839838343,0.2063498699508202,0.1319448140486947,0.100112399863446,0.0819099441927125,0.06994514595080355,0.06140059390957645,0.05495204617251379,0.0498891762127888,0.04579437133243533,100347.9474001834,693192.9868371767,1286038.02627417,1878883.065711163,2471728.105148157,3064573.14458515,3657418.184022143,4250263.223459137,4843108.26289613,5435953.302333123,0.8242986839838343,0.2063498699508202,0.1319448140486947,0.100112399863446,0.0819099441927125,0.06994514595080355,0.06140059390957645,0.05495204617251379,0.0498891762127888,0.04579437133243533,374399.8332953845,936794.6631884667,1499189.493081549,2061584.322974631,2623979.152867713,3186373.982760795,3748768.812653877,4311163.642546958,4873558.472440042,5435953.302333123,0.8242986839838357,0.4121932767779216,0.2881539550657817,0.2258968644058807,0.1877886669487623,0.1617929457578608,0.1427981069501597,0.1282418122323495,0.1166896963479185,0.1072725851773813,374399.8332953845,936794.6631884667,1499189.493081549,2061584.322974631,2623979.152867713,3186373.982760795,3748768.812653877,4311163.642546958,4873558.472440042,5435953.302333123,0.8242986839838357,0.4121932767779216,0.2881539550657817,0.2258968644058807,0.1877886669487623,0.1617929457578608,0.1427981069501597,0.1282418122323495,0.1166896963479185,0.1072725851773813
9.50475,100347.9474001834,693192.9868371767,1286038.02627417,1878883.065711163,2471728.105148157,3064573.14458515,3657418.184022143,4250263.223459137,4843108.26289613,5435953.302333123,0.8242986839838343,0.2063498699508202,0.1319448140486947,0.100112399863446,0.0819099441927125,0.06994514595080355,0.06140059390957645,0.05495204617251379,0.0498891762127888,0.04579437133243533,100347.9474001834,693192.9868371767,1286038.02627417,1878883.065711163,2471728.105148157,3064573.14458515,3657418.184022143,4250263.223459137,4843108.26289613,5435953.302333123,0.8242986839838343,0.2063498699508202,0.1319448140486947,0.100112399863446,0.0819099441927125,0.06994514595080355,0.06140059390957645,0.05495204617251379,0.0498891762127888,0.04579437133243533,374399.8332953849,936794.663188467,1499189.493081549,2061584.322974631,2623979.152867713,3186373.982760795,3748768.812653877,4311163.642546958,4873558.472440042,5435953.302333123,0.8242986839838351,0.4121932767779214,0.2881539550657817,0.2258968644058807,0.1877886669487623,0.1617929457578608,0.1427981069501597,0.1282418122323495,0.1166896963479185,0.1072725851773813,374399.8332953849,936794.663188467,1499189.493081549,2061584.322974631,2623979.152867713,3186373.982760795,3748768.812653877,4311163.642546958,4873558.472440042,5435953.302333123,0.8242986839838351,0.4121932767779214,0.2881539550657817,0.2258968644058807,0.1877886669487623,0.1617929457578608,0.1427981069501597,0.1282418122323495,0.1166896963479185,0.1072725851773813
9.55478,100347.9474001834,693192.9868371768,1286038.02627417,1878883.065711164,2471728.105148157,3064573.144585151,3657418.184022144,4250263.223459139,4843108.262896132,5435953.302333125,0.8242986839838343,0.2063498699508201,0.1319448140486946,0.100112399863446,0.08190994419271246,0.06994514595080352,0.06140059390957644,0.05495204617251376,0.04988917621278876,0.04579437133243532,100347.9474001834,693192.9868371768,1286038.02627417,1878883.065711164,2471728.105148157,3064573.144585151,3657418.184022144,4250263.223459139,4843108.262896132,5435953.302333125,0.8242986839838343,0.2063498699508201,0.1319448140486946,0.100112399863446,0.08190994419271246,0.06994514595080352,0.06140059390957644,0.05495204617251376,0.04988917621278876,0.04579437133243532,374399.8332953852,936794.6631884674,1499189.493081549,2061584.322974632,2623979.152867714,3186373.982760797,3748768.812653878,4311163.642546961,4873558.472440043,5435953.302333126,0.8242986839838344,0.4121932767779213,0.2881539550657816,0.2258968644058806,0.1877886669487623,0.1617929457578607,0.1427981069501596,0.1282418122323495,0.1166896963479185,0.1072725851773813,374399.8332953852,936794.6631884674,1499189.493081549,2061584.322974632,2623979.152867714,3186373.982760797,3748768.812653878,4311163.642546961,4873558.472440043,5435953.302333126,0.8242986839838344,0.4121932767779213,0.2881539550657816,0.2258968644058806,0.1877886669487623,0.1617929457578607,0.1427981069501596,0.1282418122323495,0.1166896963479185,0.1072725851773813
9.6048,100347.9474001834,693192.9868371761,1286038.026274169,1878883.065711162,2471728.105148154,3064573.144585147,3657418.18402214,4250263.223459133,4843108.262896124,5435953.302333117,0.8242986839838343,0.2063498699508206,0.1319448140486948,0.1001123998634461,0.08190994419271258,0.06994514595080367,0.06140059390957651,0.05495204617251381,0.04988917621278877,0.04579437133243525,100347.9474001834,693192.9868371761,1286038.026274169,1878883.065711162,2471728.105148154,3064573.144585147,3657418.18402214,4250263.223459133,4843108.262896124,5435953.302333117,0.8242986839838343,0.2063498699508206,0.1319448140486948,0.1001123998634461,0.08190994419271258,0.06994514595080367,0.06140059390957651,0.05495204617251381,0.04988917621278877,0.04579437133243525,374399.8332953851,936794.6631884665,1499189.493081548,2061584.322974629,2623979.15286771,3186373.982760792,3748768.812653873,4311163.642546955,4873558.472440036,5435953.302333117,0.8242986839838355,0.4121932767779227,0.2881539550657825,0.2258968644058812,0.187788666948763,0.1617929457578613,0.14279810695016,0.12824181223235,0.1166896963479187,0.1072725851773819,374399.8332953851,936794.6631884665,1499189.493081548,2061584.322974629,2623979.15286771,3186373.982760792,3748768.812653873,4311163.642546955,4873558.472440036,5435953.302333117,0.8242986839838355,0.4121932767779227,0.2881539550657825,0.2258968644058812,0.187788666948763,0.1617929457578613,0.14279810695016,0.12824181223235,0.1166896963479187,0.1072725851773819
9.65483,100347.9474001834,693192.986837176,1286038.026274168,1878883.065711161,2471728.105148154,3064573.144585147,3657418.184022138,4250263.223459131,4843108.262896124,5435953.302333117,0.8242986839838343,0.2063498699508206,0.1319448140486948,0.1001123998634461,0.08190994419271258,0.06994514595080359,0.06140059390957654,0.05495204617251383,0.04988917621278877,0.04579437133243525,100347.9474001834,693192.986837176,1286038.026274168,1878883.065711161,2471728.105148154,3064573.144585147,3657418.184022138,4250263.223459131,4843108.262896124,5435953.302333117,0.8242986839838343,0.2063498699508206,0.1319448140486948,0.1001123998634461,0.08190994419271258,0.06994514595080359,0.06140059390957654,0.05495204617251383,0.04988917621278877,0.04579437133243525,374399.8332953856,936794.663188467,1499189.493081548,2061584.322974629,2623979.152867711,3186373.982760792,3748768.812653873,4311163.642546955,4873558.472440036,5435953.302333117,0.8242986839838374,0.4121932767779225,0.2881539550657824,0.2258968644058812,0.187788666948763,0.1617929457578613,0.14279810695016,0.12824181223235,0.1166896963479188,0.1072725851773819,374399.8332953856,936794.663188467,1499189.493081548,2061584.322974629,2623979.152867711,3186373.982760792,3748768.812653873,4311163.642546955,4873558.472440036,5435953.302333117,0.8242986839838374,0.4121932767779225,0.2881539550657824,0.2258968644058812,0.187788666948763,0.1617929457578613,0.14279810695016,0.12824181223235,0.1166896963479188,0.1072725851773819
9.70485,100347.9474001834,693192.9868371767,1286038.02627417,1878883.065711163,2471728.105148157,3064573.14458515,3657418.184022143,4250263.223459137,4843108.26289613,5435953.302333123,0.8242986839838343,0.2063498699508202,0.1319448140486947,0.100112399863446,0.0819099441927125,0.06994514595080355,0.06140059390957645,0.05495204617251379,0.0498891762127888,0.04579437133243533,100347.9474001834,693192.9868371767,1286038.02627417,1878883.065711163,2471728.105148157,3064573.14458515,3657418.184022143,4250263.223459137,4843108.26289613,5435953.302333123,0.8242986839838343,0.2063498699508202,0.1319448140486947,0.100112399863446,0.0819099441927125,0.06994514595080355,0.06140059390957645,0.05495204617251379,0.0498891762127888,0.04579437133243533,374399.8332953839,936794.6631884661,1499189.493081548,2061584.32297463,2623979.152867712,3186373.982760795,3748768.812653877,4311163.642546958,4873558.472440042,5435953.302333123,0.824298683983836,0.4121932767779219,0.2881539550657818,0.2258968644058807,0.1877886669487623,0.1617929457578608,0.1427981069501597,0.1282418122323495,0.1166896963479185,0.1072725851773813,374399.8332953839,936794.6631884661,1499189.493081548,2061584.32297463,2623979.152867712,3186373.982760795,3748768.812653877,4311163.642546958,4873558.472440042,5435953.302333123,0.824298683983836,0.4121932767779219,0.2881539550657818,0.2258968644058807,0.1877886669487623,0.1617929457578608,0.1427981069501597,0.1282418122323495,0.1166896963479185,0.1072725851773813
9.75488,100347.9474001834,693192.9868371767,1286038.02627417,1878883.065711163,2471728.105148157,3064573.14458515,3657418.184022143,4250263.223459137,4843108.26289613,5435953.302333123,0.8242986839838343,0.2063498699508202,0.1319448140486947,0.100112399863446,0.0819099441927125,0.06994514595080355,0.06140059390957645,0.05495204617251379,0.0498891762127888,0.04579437133243533,100347.9474001834,693192.9868371767,1286038.02627417,1878883.065711163,2471728.105148157,3064573.14458515,3657418.184022143,4250263.223459137,4843108.26289613,5435953.302333123,0.8242986839838343,0.2063498699508202,0.1319448140486947,0.100112399863446,0.0819099441927125,0.06994514595080355,0.06140059390957645,0.05495204617251379,0.0498891762127888,0.04579437133243533,374399.8332953841,936794.6631884661,1499189.493081548,2061584.322974631,2623979.152867712,3186373.982760795,3748768.812653877,4311163.642546958,4873558.472440042,5435953.302333123,0.8242986839838357,0.4121932767779218,0.2881539550657818,0.2258968644058807,0.1877886669487623,0.1617929457578608,0.1427981069501597,0.1282418122323495,0.1166896963479185,0.1072725851773813,374399.8332953841,936794.6631884661,1499189.493081548,2061584.322974631,2623979.152867712,3186373.982760795,3748768.812653877,4311163.642546958,4873558.472440042,5435953.302333123,0.8242986839838357,0.4121932767779218,0.2881539550657818,0.2258968644058807,0.1877886669487623,0.1617929457578608,0.1427981069501597,0.1282418122323495,0.1166896963479185,0.1072725851773813
9.8049,100347.9474001834,693192.9868371768,1286038.02627417,1878883.065711164,2471728.105148157,3064573.144585151,3657418.184022144,4250263.223459139,4843108.262896132,5435953.302333125,0.8242986839838343,0.2063498699508201,0.1319448140486946,0.100112399863446,0.08190994419271246,0.06994514595080352,0.06140059390957644,0.05495204617251376,0.04988917621278876,0.04579437133243532,100347.9474001834,693192.9868371768,1286038.02627417,1878883.065711164,2471728.105148157,3064573.144585151,3657418.184022144,4250263.223459139,4843108.262896132,5435953.302333125,0.8242986839838343,0.2063498699508201,0.1319448140486946,0.100112399863446,0.08190994419271246,0.06994514595080352,0.06140059390957644,0.05495204617251376,0.04988917621278876,0.04579437133243532,374399.8332953838,936794.6631884663,1499189.493081548,2061584.322974631,2623979.152867713,3186373.982760796,3748768.812653879,4311163.642546961,4873558.472440043,5435953.302333126,0.8242986839838362,0.4121932767779218,0.2881539550657817,0.2258968644058806,0.1877886669487623,0.1617929457578607,0.1427981069501596,0.1282418122323495,0.1166896963479185,0.1072725851773813,374399.8332953838,936794.6631884663,1499189.493081548,2061584.322974631,2623979.152867713,3186373.982760796,3748768.812653879,4311163.642546961,4873558.472440043,5435953.302333126,0.8242986839838362,0.4121932767779218,0.2881539550657817,0.2258968644058806,0.1877886669487623,0.1617929457578607,0.1427981069501596,0.1282418122323495,0.1166896963479185,0.1072725851773813
9.85493,100347.9474001834,693192.9868371761,1286038.026274169,1878883.065711162,2471728.105148154,3064573.144585147,3657418.18402214,4250263.223459133,4843108.262896124,5435953.302333117,0.8242986839838343,0.2063498699508206,0.1319448140486948,0.1001123998634461,0.08190994419271258,0.06994514595080367,0.06140059390957651,0.05495204617251381,0.04988917621278877,0.04579437133243525,100347.9474001834,693192.9868371761,1286038.026274169,1878883.065711162,2471728.105148154,3064573.144585147,3657418.18402214,4250263.223459133,4843108.262896124,5435953.302333117,0.8242986839838343,0.2063498699508206,0.1319448140486948,0.1001123998634461,0.08190994419271258,0.06994514595080367,0.06140059390957651,0.05495204617251381,0.04988917621278877,0.04579437133243525,374399.833295386,936794.6631884672,1499189.493081548,2061584.32297463,2623979.152867711,3186373.982760792,3748768.812653873,4311163.642546955,4873558.472440036,5435953.302333117,0.824298683983836,0.4121932767779224,0.2881539550657823,0.2258968644058812,0.187788666948763,0.1617929457578613,0.14279810695016,0.12824181223235,0.1166896963479187,0.1072725851773819,374399.833295386,936794.6631884672,1499189.493081548,2061584.32297463,2623979.152867711,3186373.982760792,3748768.812653873,4311163.642546955,4873558.472440036,5435953.302333117,0.824298683983836,0.4121932767779224,0.2881539550657823,0.2258968644058812,0.187788666948763,0.1617929457578613,0.14279810695016,0.12824181223235,0.1166896963479187,0.1072725851773819
9.90495,100347.9474001834,693192.986837176,1286038.026274168,1878883.065711161,2471728.105148154,3064573.144585147,3657418.184022138,4250263.223459131,4843108.262896124,5435953.302333117,0.8242986839838343,0.2063498699508206,0.1319448140486948,0.1001123998634461,0.08190994419271258,0.06994514595080359,0.06140059390957654,0.05495204617251383,0.04988917621278877,0.04579437133243525,100347.9474001834,693192.986837176,1286038.026274168,1878883.065711161,2471728.105148154,3064573.144585147,3657418.184022138,4250263.223459131,4843108.262896124,5435953.302333117,0.8242986839838343,0.2063498699508206,0.1319448140486948,0.1001123998634461,0.08190994419271258,0.06994514595080359,0.06140059390957654,0.05495204617251383,0.04988917621278877,0.04579437133243525,374399.8332953856,936794.6631884668,1499189.493081548,2061584.322974629,2623979.152867711,3186373.982760792,3748768.812653873,4311163.642546955,4873558.472440036,5435953.302333117,0.8242986839838347,0.4121932767779225,0.2881539550657824,0.2258968644058812,0.187788666948763,0.1617929457578613,0.1427981069501601,0.12824181223235,0.1166896963479188,0.1072725851773819,374399.8332953856,936794.6631884668,1499189.493081548,2061584.322974629,2623979.152867711,3186373.982760792,3748768.812653873,4311163.642546955,4873558.472440036,5435953.302333117,0.8242986839838347,0.4121932767779225,0.2881539550657824,0.2258968644058812,0.187788666948763,0.1617929457578613,0.1427981069501601,0.12824181223235,0.1166896963479188,0.1072725851773819
